PLANNER,SAMPLER,SUCCESS,TOTAL_TIME,GRAPH_NODES,GRAPH_EDGES,PATH_CONFIG,CHECKED_NODES,VALID_NODES
RRTConnect,Uniform,1,0.176526,6,5,6,308,232
